date,o_bid,h_bid,l_bid,c_bid,o_ask,h_ask,l_ask,c_ask,c_mid,volume
2007-10-28,2.05366,2.05491,2.05256,2.05308,2.05466,2.05591,2.05356,2.05408,2.05358,1675
2007-10-29,2.05338,2.06420,2.05281,2.06086,2.05378,2.06445,2.05321,2.06126,2.06106,34026
2007-10-30,2.06080,2.07028,2.05641,2.06798,2.06120,2.07053,2.05674,2.06831,2.06814,36813
2007-10-31,2.06798,2.08225,2.06718,2.07943,2.06831,2.08250,2.06751,2.07983,2.07963,41490
2007-11-01,2.07949,2.08738,2.07520,2.07771,2.07989,2.08763,2.07559,2.07811,2.07791,39810
2007-11-02,2.07762,2.08948,2.07645,2.08879,2.07802,2.09005,2.07685,2.08979,2.08929,29153
2007-11-04,2.08835,2.08920,2.08620,2.08740,2.08935,2.09020,2.08720,2.08840,2.08790,1211
2007-11-05,2.08740,2.08940,2.07814,2.08071,2.08840,2.08980,2.07839,2.08111,2.08091,32846
2007-11-06,2.08075,2.09062,2.08047,2.08694,2.08115,2.09087,2.08087,2.08727,2.08711,32757
2007-11-07,2.08693,2.10718,2.08654,2.09941,2.08726,2.10743,2.08687,2.09981,2.09961,37215
2007-11-08,2.09934,2.11161,2.09824,2.10783,2.09974,2.11186,2.09857,2.10823,2.10803,31241
2007-11-09,2.10787,2.11606,2.08785,2.08980,2.10827,2.11631,2.08815,2.09080,2.09030,34026
2007-11-11,2.09045,2.09075,2.07945,2.08545,2.09145,2.09175,2.08025,2.08625,2.08585,2428
2007-11-12,2.08525,2.08645,2.05217,2.05402,2.08605,2.08685,2.05257,2.05442,2.05422,40428
2007-11-13,2.05397,2.07614,2.05255,2.07437,2.05437,2.07639,2.05295,2.07477,2.07457,41339
2007-11-14,2.07431,2.08430,2.05030,2.05265,2.07471,2.08537,2.05070,2.05305,2.05285,47738
2007-11-15,2.05247,2.06181,2.04176,2.04426,2.05287,2.06221,2.04201,2.04466,2.04446,37448
2007-11-16,2.04427,2.05467,2.03526,2.05425,2.04467,2.05567,2.03551,2.05525,2.05475,28007
2007-11-17,2.05463,2.05463,2.05425,2.05425,2.05488,2.05525,2.05488,2.05525,2.05475,5
2007-11-18,2.05375,2.05406,2.05217,2.05376,2.05575,2.05591,2.05366,2.05456,2.05416,1203
2007-11-19,2.05376,2.05631,2.04505,2.04920,2.05456,2.05691,2.04530,2.04960,2.04940,30764
2007-11-20,2.04920,2.06831,2.04556,2.06576,2.04960,2.06871,2.04596,2.06616,2.06596,38146
2007-11-21,2.06581,2.06968,2.05259,2.06279,2.06621,2.07001,2.05287,2.06319,2.06299,34082
